,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges,Churn
953,Female,0,No,No,15,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,955.15,No
954,Male,0,No,No,22,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,2162.6,No
955,Male,0,Yes,No,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,Yes
956,Female,0,Yes,Yes,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1813.35,No
957,Male,0,No,No,4,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,245.15,No
958,Male,0,No,No,25,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),2028.8,No
959,Female,0,Yes,Yes,32,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,2723.75,No
960,Male,1,Yes,No,7,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),220.45,No
961,Male,0,No,No,17,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,365.8,No
962,Male,1,Yes,No,8,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),551.95,No
963,Female,1,No,No,56,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),4054.2,No
964,Male,0,No,No,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,Yes
965,Male,1,No,No,8,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),832.35,Yes
966,Male,0,No,No,7,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,112.3,Yes
967,Male,0,No,Yes,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,60.65,No
968,Female,0,No,No,71,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),5550.1,No
969,Female,0,No,No,2,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,174.8,Yes
970,Female,0,No,No,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.55,Yes
971,Male,0,Yes,No,49,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),4733.1,No
972,Male,0,No,No,58,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),4048.95,No
973,Male,1,Yes,No,44,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1359.7,Yes
974,Female,0,Yes,Yes,59,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),4542.35,No
975,Male,0,No,No,71,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,7532.15,Yes
976,Male,0,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,Yes
977,Female,0,No,No,11,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,888.65,No
978,Male,1,Yes,No,62,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,6383.35,Yes
979,Female,0,Yes,Yes,35,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),1916,No
980,Female,0,No,No,20,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),413,No
981,Male,0,Yes,Yes,40,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,808.95,No
982,Female,0,No,No,39,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,1886.4,No
983,Male,0,No,No,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.6,Yes
984,Female,0,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1679.25,No
985,Female,1,Yes,No,33,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),2656.5,Yes
986,Female,0,No,No,12,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),540.95,No
987,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.75,No
988,Male,0,No,Yes,27,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,537.35,No
989,Male,0,Yes,Yes,34,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),678.8,No
990,Female,0,Yes,No,56,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),4513.65,No
991,Female,0,No,No,58,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1423.85,No
992,Female,0,Yes,Yes,22,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),555.4,No
993,Female,0,Yes,Yes,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),225.55,No
994,Male,0,No,No,13,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),268.45,No
995,Female,0,No,No,35,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),2917.5,Yes
996,Female,0,No,No,34,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2416.1,Yes
997,Female,1,No,No,4,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,424.45,Yes
998,Male,0,Yes,No,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1492.1,No
999,Male,0,No,No,2,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,132.4,No
1000,Female,0,No,No,7,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,660.9,Yes
1001,Male,1,Yes,No,27,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1893.95,Yes
1002,Male,0,Yes,Yes,4,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,284.9,No
1003,Female,0,No,No,37,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,784.25,No
1004,Male,0,No,No,21,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,417.7,No
1005,Female,1,Yes,No,53,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),5016.25,No
1006,Female,0,No,No,18,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,1612.75,Yes
1007,Female,0,No,No,2,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,119.75,Yes
1008,Male,0,Yes,Yes,32,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),3204.65,Yes
1009,Male,1,Yes,No,23,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,485.2,No
1010,Male,0,No,No,3,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,160.85,No
1011,Female,0,Yes,Yes,71,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,4145.25,No
1012,Male,0,No,No,9,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),827.45,No
1013,Female,0,No,No,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,49.5,No
1014,Male,0,Yes,Yes,18,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,990.85,Yes
1015,Male,0,Yes,Yes,12,Yes,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),696.35,Yes
1016,Male,0,Yes,No,71,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,5585.4,No
1017,Female,0,No,No,64,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),1601.2,No
1018,Male,0,No,No,4,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,162.45,No
1019,Female,0,No,No,23,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,470.2,No
1020,Female,0,Yes,Yes,39,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),2066,No
1021,Male,0,Yes,No,28,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,1426.45,No
1022,Female,1,No,No,5,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,392.5,No
1023,Female,1,Yes,No,45,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,3861.45,No
1024,Male,0,No,No,37,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,2552.9,No
1025,Female,1,Yes,No,60,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),6668.35,No
1026,Male,1,No,No,8,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,819.4,Yes
1027,Female,0,No,No,47,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),4615.25,No
1028,Male,0,Yes,Yes,26,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,2070.6,Yes
1029,Female,1,Yes,Yes,3,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,273.75,Yes
1030,Female,0,Yes,Yes,50,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),3557.7,No
1031,Male,0,Yes,Yes,27,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),1957.1,No
1032,Female,1,No,No,8,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,729.95,Yes
1033,Female,0,Yes,No,62,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1416.75,No
1034,Female,0,Yes,No,71,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),5924.4,No
1035,Male,0,No,No,66,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1697.7,No
1036,Male,0,Yes,Yes,68,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),7849.85,No
1037,Female,0,No,No,13,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,649.4,No
1038,Male,0,Yes,No,56,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,4557.5,No
1039,Male,0,Yes,No,38,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,3013.05,Yes
1040,Male,1,No,No,14,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),1266.1,Yes
1041,Female,0,No,Yes,16,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),360.35,No
1042,Female,0,Yes,Yes,14,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,1046.5,No
1043,Male,0,Yes,Yes,32,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),2347.9,Yes
1044,Female,0,No,No,8,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),447.75,No
1045,Female,0,Yes,Yes,43,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),4209.95,No
1046,Female,0,No,No,52,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),3877.65,No
1047,Male,0,No,No,3,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,152.3,No
1048,Male,0,No,No,29,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,572.2,No
1049,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,Yes
1050,Male,1,No,No,12,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,526.95,Yes
1051,Female,0,Yes,Yes,16,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),552.7,No
1052,Female,0,No,No,40,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,3208.65,No
1053,Female,0,No,No,5,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,210.75,Yes
1054,Male,0,Yes,No,40,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),3706.95,Yes
1055,Female,0,No,No,36,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,620.75,No
1056,Female,0,No,No,5,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,412.5,Yes
1057,Female,0,No,No,10,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,832.05,Yes
1058,Male,0,Yes,Yes,2,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),185.55,Yes
1059,Male,0,No,No,23,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,1943.2,Yes
1060,Male,0,Yes,Yes,26,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),505.9,No
1061,Female,1,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,8046.85,No
1062,Female,0,Yes,No,34,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),1815.3,No
1063,Male,0,No,No,10,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),612.95,No
1064,Female,0,No,No,14,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,795.15,No
1065,Female,0,No,No,23,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),2169.8,Yes
1066,Male,0,Yes,No,47,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,973.1,No
1067,Male,0,Yes,No,24,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,2210.2,No
1068,Male,0,Yes,No,49,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),4853.75,Yes
1069,Male,1,No,No,20,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,1055.9,No
1070,Female,0,No,No,2,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),144.55,Yes
1071,Female,0,No,No,2,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),91.1,Yes
1072,Male,0,No,No,22,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),1304.85,No
1073,Male,0,No,No,7,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),713,Yes
1074,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.1,No
1075,Female,0,Yes,Yes,59,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),5580.8,No
1076,Female,0,Yes,Yes,58,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),1497.9,No
1077,Female,0,No,No,41,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),4527.45,Yes
1078,Female,1,No,No,59,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),4590.35,No
1079,Female,0,Yes,Yes,3,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,200.2,No
1080,Male,0,No,No,32,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),614.45,No
1081,Male,1,Yes,No,46,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4564.9,No
1082,Male,0,Yes,Yes,0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,,No
1083,Male,0,No,No,2,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,171.15,Yes
1084,Female,0,Yes,Yes,52,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),1012.4,No
1085,Female,1,No,No,13,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,940.35,Yes
1086,Female,1,No,No,11,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),1047.7,Yes
1087,Male,0,No,No,32,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),2766.4,No
1088,Male,1,Yes,No,17,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1622.45,Yes
1089,Female,0,No,No,16,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1129.35,No
1090,Female,0,No,No,51,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),5680.9,No
1091,Male,0,No,No,29,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),2243.9,No
1092,Male,0,Yes,No,70,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),4523.25,No
1093,Female,0,Yes,Yes,71,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,7159.7,No
1094,Male,0,Yes,Yes,41,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),2839.95,No
1095,Male,0,No,No,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,No
1096,Female,0,Yes,No,7,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),580.1,No
1097,Male,0,Yes,Yes,25,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,2178.6,Yes
1098,Male,0,Yes,Yes,67,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,6038.55,No
1099,Male,0,Yes,Yes,5,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,259.4,No
1100,Male,0,No,Yes,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,324.15,No
1101,Female,0,Yes,Yes,20,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,417.65,No
1102,Male,0,Yes,Yes,3,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,168.15,Yes
1103,Male,0,Yes,Yes,54,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,5637.85,No
1104,Male,0,No,No,42,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,839.4,No
1105,Female,0,Yes,No,9,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,769.1,No
1106,Female,0,No,No,63,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),6253,No
1107,Female,0,Yes,No,69,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1641.8,No
1108,Female,0,No,No,69,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1678.05,No
1109,Male,0,Yes,No,40,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,2058.5,No
1110,Male,0,No,No,60,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),2424.5,No
1111,Female,0,No,No,4,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),387.2,Yes
1112,Female,1,No,No,71,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,6293.45,No
1113,Female,0,Yes,No,37,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),2839.65,Yes
1114,Male,0,Yes,No,32,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),3145.9,No
1115,Male,0,No,No,39,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),2200.7,No
1116,Female,0,No,No,38,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,914.4,No
1117,Male,0,No,No,52,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),4577.75,No
